R			rho			n1			m1			n2			m2			seps			dmax			davg			dnear			ndens			dint			rgperp			rgpar			intaln			intal			icavg			icmax			icstd			heatthr			heatstd			heatmean			heatmode			maxhole			davg2			davg3			minpor			maxpor
4			149.0			20			2			0			0			0			0.057434446692699301			0.013686451724375936			0.057434446692699301			15			0.21582435606143455			4.5721084807786676			4.8036970911308519			0.23809523809523808			0.003968253968253968			0.013113372658663035			0.028857764406772242			0.008544769670661782			0.78125			0.10902825814732144			0.274024147729302			0.0			4.0489449999999998			0.025805671390254924			0.0054745806897503746			1.0			-1
4			149.0			20			5			0			0			0			0.082900486841272977			0.02114971708064373			0.082900486841272977			17			0.37784353669127574			5.2381393220295029			5.481453630445996			0.45238095238095238			0.0037698412698412699			0.044616387872786996			0.16789972018485669			0.059095880999038383			0.609375			0.1625654321875			0.28806783557430393			0.0			3.061728			0.036772834647875383			0.0095173726862896775			0.5			-1
4			149.0			20			10			0			0			0			0.10540579531694406			0.028193539515242762			0.10540579531694406			20			0.58901727675270665			6.3245573989717103			6.2139358982787245			4.0238095238095237			0.01829004329004329			0.21353914039618119			0.79514812119533551			0.27789449828852342			0.34375			0.20206996790178575			0.27206018739719634			11.140848			2.628139			0.047897976126357683			0.014801608245502454			-1			7.0
4			149.0			20			15			0			0			0			0.11468150530483513			0.034564426033226993			0.11468150530483513			21			0.75711872812592762			7.3084189950548026			6.4488863348083347			11.419047619047619			0.035684523809523812			0.49073527054765048			1.9643730180830392			0.7043079122443261			0.265625			0.21127111488839287			0.26364214360484228			7.9577479999999996			1.935649			0.05322876003507112			0.019010434318274844			-1			5.0
4			149.0			20			20			0			0			0			0.12386425900079315			0.036635193132003058			0.11696763988770929			24			0.9125532290797127			7.6248411446102544			7.191746259111186			26.199999999999999			0.062380952380952384			1.2411480415771194			3.7200901462070188			1.421888278572712			0.178125			0.22580111049107143			0.25589523066342884			12.732397000000001			1.3359810000000001			0.063395821586417836			0.022896995707501904			-1			3.5
4			248.0			5			0			0			0			0			0.038733116252466379			0.011877329803076583			0.038733116252466379			4			0.054746182876052478			1.8071517569825566			1.4562167282935814			0.0			0.0			0.0			0.0			0.0			0.796875			0.079151175825892858			0.22777024378832741			0.0			3.1620170000000001			0.021686791195898409			0.0014846662253845729			2.5			-1
4			248.0			5			2			0			0			0			0.08629221109947155			0.026510555755893107			0.08629221109947155			5			0.1535842299371131			2.2112583973503317			1.8254225667735804			0.02			0.0013333333333333333			0.012424875489562857			0.031481197534660624			0.013500412523219277			0.615625			0.17329418283482143			0.34696857685330995			0.0			3.0042749999999998			0.038724562837185519			0.0039765833633839658			1.0			-1
4			248.0			5			5			0			0			0			0.1225143270723876			0.035560153090743847			0.1225143270723876			7			0.27883439243592217			2.5612050460715055			2.5074318607633121			0.88571428571428568			0.029523809523809525			0.27736969303129377			0.84736890030794854			0.33028366871658071			0.39375			0.23976269629464286			0.34234434980050549			1.59155			1.8163629999999999			0.065056179865114944			0.0071120306181487692			-1			-1
4			248.0			5			10			0			0			0			0.14110322466428246			0.0399980574333407			0.14110322466428246			10			0.43505861947444557			3.1625413205315724			3.4767592595707804			8.5028571428571436			0.15459740259740259			1.3493412171617165			4.1392817089175624			1.6060987568512939			0.159375			0.27166474245535721			0.32594247144402921			20.690145000000001			1.5935429999999999			0.070721185886111523			0.010999465794168694			-1			4.5
4			248.0			5			15			0			0			0			0.14076592611926825			0.039455539929974734			0.14076592611926825			13			0.54728981903556106			3.7395702506646149			4.2848694349349872			19.282857142857143			0.2410357142857143			2.1768221050468495			7.3198741936989036			2.6459491065140472			0.128125			0.27663833473214289			0.32862246781726379			17.507045999999999			1.1717550000000001			0.08347108630059849			0.013809438975491152			-1			3.5
4			248.0			5			20			0			0			0			0.13932303789892961			0.039771857410002845			0.13932303789892961			15			0.63131788780655451			4.2792825399559575			5.0286636946901684			29.362857142857141			0.27964625850340136			2.2133672690916901			7.8010985885594382			2.7689262834109973			0.13125			0.2723042043526786			0.334484587060975			15.915497			0.792354			0.075900350811476336			0.015908742964001139			-1			3.0
4			248.0			10			0			0			0			0			0.044710796022440623			0.012170870356322755			0.044710796022440623			7			0.092782405941845933			2.5157329150982615			2.5015459045366786			0.23142857142857143			0.023142857142857142			0.071549557383893778			0.23610898150995471			0.087573471649929499			0.746875			0.09087464450892857			0.22361556399625906			0.0			3.1620170000000001			0.022304602967539382			0.0024341740712645506			1.0			-1
4			248.0			10			2			0			0			0			0.090827002649107175			0.024962710984046583			0.090827002649107175			9			0.24470709754816375			3.1705980258135207			2.8352587383573042			0.49142857142857144			0.016380952380952381			0.11197208709456874			0.2570964465330618			0.10705493046812946			0.60625			0.18057694310267858			0.34395694946087957			0.0			2.875794			0.040634956565860463			0.0062406777460116466			-1			-1
4			248.0			10			5			0			0			0			0.1322959848778			0.040241196839902904			0.1322959848778			10			0.43745360679365813			3.698190930837999			3.3021505126246624			2.597142857142857			0.043285714285714288			0.41557784490352645			1.400913290292398			0.49628056663534686			0.30625			0.25894655361607144			0.33981569023699398			4.7746490000000001			1.574716			0.068939668036100965			0.011066329130973298			-1			7.0
4			248.0			10			10			0			0			0			0.15453895004068227			0.049235468514447531			0.15453895004068227			13			0.68378949998872252			4.4045486664967255			4.105360203255688			19.062857142857144			0.17329870129870129			2.0465690579944562			7.2578413615489135			2.7838957896904701			0.0625			0.30694172488839283			0.32174751543975089			15.915497			0.792354			0.083206621104271128			0.017232413980056632			-1			3.0
4			248.0			10			15			0			0			0			0.15826428410215163			0.051177574406691392			0.15819301761166965			16			0.86465147877669679			5.0727341179032086			4.8260339065638327			47.405714285714289			0.29628571428571426			3.9332116157348231			13.224271944702565			4.7465715955686676			0.03125			0.3127679314285714			0.31979471032935874			19.098597000000002			0.47623399999999999			0.085337449641960508			0.021750469122843844			-1			2.5
4			248.0			10			20			0			0			0			0.15696186316740074			0.050061253367161808			0.1547263381212457			19			0.9965286919733114			5.7287641293410401			5.5392685965763437			70.228571428571428			0.33442176870748297			4.4399414594398046			14.340862923402398			5.2630000113826716			0.034375			0.29287356075892856			0.31408861367638535			20.690145000000001			0.695295			0.095588909296218064			0.025030626683580904			-1			2.0
4			248.0			20			0			0			0			0			0.048645945714273206			0.01078298361755097			0.048645945714273206			13			0.14620948604519446			3.5488143810171078			3.9437035553609929			0.91714285714285715			0.04585714285714286			0.14277684777258037			0.38564466979959267			0.15669081792156744			0.734375			0.09599033928571428			0.22644313201222546			1.59155			2.9725220000000001			0.023430201573927386			0.0037740442661428398			1.0			-1
4			248.0			20			2			0			0			0			0.09011492794296605			0.022493640818020674			0.09011492794296605			15			0.35467074002775978			4.6405639709986568			4.73420566556086			2.5857142857142859			0.043095238095238096			0.24583558713832071			0.54137744421810075			0.22160329191906791			0.6125			0.1830637394419643			0.34879737426434482			1.59155			2.7651210000000002			0.04239756715223203			0.0089974563272082683			-1			-1
4			248.0			20			5			0			0			0			0.13212733560529291			0.034027638455633308			0.13212733560529291			17			0.60693452375726231			5.6134508652587733			5.2490648594891436			4.8600000000000003			0.040500000000000001			0.36944393044234414			1.306469697688416			0.46972491020406359			0.31875			0.25809393888392856			0.34020264889538482			4.7746490000000001			1.669584			0.058721913677560154			0.015312437305034985			-1			5.5
4			248.0			20			10			0			0			0			0.15916743563059962			0.044886298628257326			0.15916743563059962			20			0.93718907582575284			6.8646182200376948			5.8039591009546285			25.32			0.11509090909090909			1.958233859648407			8.5981264925471965			2.9399549083721053			0.078125			0.30491676196428574			0.31378816818622318			15.915497			1.1894979999999999			0.075687390316690473			0.023565306779835097			-1			3.0
4			248.0			20			15			0			0			0			0.16355231671578449			0.047474975914731203			0.16355231671578449			24			1.1815350663465201			7.9323996657169289			6.1059359918205862			59.114285714285714			0.18473214285714284			3.7860023264242839			15.128491913428038			5.2796115068806255			0.034375			0.31735074522321433			0.31289876321421262			23.873245000000001			0.78736700000000004			0.082521621059539488			0.029671859946707003			-1			2.0
4			248.0			20			20			0			0			0			0.16284289790369857			0.051037493332872393			0.15929860728699405			26			1.373008443849361			8.7444065798570225			6.5853058578406483			105.02571428571429			0.2500612244897959			5.118256599790926			18.863620321974448			6.7334263083852717			0.009375			0.31504157616071432			0.31323856397517102			19.098597000000002			0.40054099999999998			0.084548083552846487			0.034450307999688873			-1			2.0
6			22.0			5			0			0			0			0			0.0041268621127167286			0.0013041376205539009			0.0041268621127167286			4			0.006037315384717629			1.861058878967411			1.3924641168848606			0.0			0.0			0.0			0.0			0.0			0.9791666666666666			0.0069788189484126986			0.065196279809496799			0.0			8.4852810000000005			0.0023051174153843018			0.00016301720256923762			10.0			-1
6			22.0			5			2			0			0			0			0.0096259815538673812			0.0029902930868415875			0.0096259815538673812			5			0.017458385802997644			2.2870331060045501			1.7829365884573569			0.0			0.0			0.0			0.0			0.0			0.9597222222222223			0.01526814031746032			0.094627292439249042			0.0			8.4852810000000005			0.0043431142355158407			0.000448543963026238			10.0			-1
6			22.0			5			5			0			0			0			0.014136268508352413			0.00413484263903857			0.014136268508352413			7			0.032635649454094348			2.6143216638089375			2.481644533049296			0.0			0.0			0.0			0.0			0.0			0.9375			0.022341694533730156			0.1062994797854324			0.0			8.4852810000000005			0.0075064614923753903			0.00082696852780771407			10.0			-1
6			22.0			5			10			0			0			0			0.016850512782975391			0.0048660096807866286			0.016850512782975391			10			0.053042733770601036			3.1838400860812128			3.4972215689079951			0.0			0.0			0.0			0.0			0.0			0.9138888888888889			0.025657422817460317			0.10665966119359345			0.0			8.4852810000000005			0.0085921081801380878			0.0013381526622163228			8.5			-1
6			22.0			5			15			0			0			0			0.017460942242438684			0.0054006956637422995			0.01733483889889325			12			0.069645108790922713			3.645106471328599			4.4054542415359954			0.0			0.0			0.0			0.0			0.0			0.9083333333333333			0.028357373075396822			0.10938682230915334			0.0			8.4852810000000005			0.010655055083772359			0.0017552260907162469			3.5			-1
6			22.0			5			20			0			0			0			0.019119024516585655			0.0056243379290285634			0.017819165014811105			14			0.083733998997971834			4.1377996865595588			5.1560198970936			0.0			0.0			0.0			0.0			0.0			0.8958333333333334			0.029446827073412698			0.10902370602897642			0.0			8.4852810000000005			0.01012997137069482			0.0021091267233857118			2.5			-1
6			22.0			10			0			0			0			0			0.0048836216688383774			0.001387789295639513			0.0048836216688383774			7			0.010739784826577198			2.6462125125137859			2.457355591225328			0.0			0.0			0.0			0.0			0.0			0.9805555555555555			0.0080051160119047615			0.061843938084008281			0.0			8.4852810000000005			0.0024957642238205911			0.00027755785912790261			10.0			-1
6			22.0			10			2			0			0			0			0.0102313891987647			0.0032836132335125547			0.0102313891987647			8			0.029042292343669347			3.2716444164236052			2.816195457897408			0.0			0.0			0.0			0.0			0.0			0.9583333333333334			0.016531275019841273			0.098508550523252789			0.0			8.4852810000000005			0.0047881829153322225			0.00073881297754032466			10.0			-1
6			22.0			10			5			0			0			0			0.015377354180391916			0.0049331557668986946			0.015377354180391916			10			0.053579935418645488			3.7676529732538606			3.2724723232086341			0.0			0.0			0.0			0.0			0.0			0.9305555555555556			0.024220607420634917			0.10976011329861887			0.0			8.4852810000000005			0.0083873334316005767			0.0013566178358971411			9.5			-1
6			22.0			10			10			0			0			0			0.018985434949474286			0.0063431509136670592			0.018797907374061774			13			0.088374448153070509			4.242522898596472			4.295680467495532			0.0			0.0			0.0			0.0			0.0			0.8930555555555556			0.03184678306547619			0.11302227037626489			0.0			8.4852810000000005			0.010751190953074731			0.0022201028197834705			4.0			-1
6			22.0			10			15			0			0			0			0.022537345792670634			0.0078963153500179548			0.021300258972970693			14			0.11778680627292096			4.6784950274246304			5.0735657560450322			0.0			0.0			0.0			0.0			0.0			0.875			0.033694117251984124			0.10884156914617615			0.0			8.4852810000000005			0.013895965872262253			0.0029611182562567333			2.5			-1
6			22.0			10			20			0			0			0			0.025295577443028863			0.0079886765807786406			0.021956117254942786			17			0.14301741129715415			5.0981358355219504			5.9332901444365742			0.0			0.0			0.0			0.0			0.0			0.8680555555555556			0.034925673541666667			0.10634346839678489			0.0			8.4852810000000005			0.013899886708756828			0.0035949044613503883			1.0			-1
6			22.0			20			0			0			0			0			0.0054486688040758756			0.0013806224452004301			0.0054486688040758756			12			0.017397583969824288			3.8173496384221313			3.9441728150941433			0.0			0.0			0.0			0.0			0.0			0.9763888888888889			0.008952466984126984			0.063182683192604602			0.0			8.4852810000000005			0.0027012283286228364			0.00044870229469013979			9.5			-1
6			22.0			20			2			0			0			0			0.010130487924615147			0.0030532402093635981			0.010130487924615147			14			0.045140679163105581			4.6830847656814454			4.7513826622430075			0.0			0.0			0.0			0.0			0.0			0.9597222222222223			0.01627864798611111			0.09851599894353498			0.0			8.4852810000000005			0.0053789666451820716			0.0011449650785113491			8.5			-1
6			22.0			20			5			0			0			0			0.015639697493180754			0.0047794129354915465			0.015639697493180754			16			0.080712939105520867			5.3755317663119992			5.5136711370799247			0.0			0.0			0.0			0.0			0.0			0.9236111111111112			0.024820596418650795			0.10780155212164015			0.0			8.4852810000000005			0.0078150128412237691			0.0020312504975839069			6.5			-1
6			22.0			20			10			0			0			0			0.019747681302992086			0.0065006266114440046			0.019463855783448825			19			0.12944859739115294			6.3857660000592995			6.2719014466148151			0.0			0.0			0.0			0.0			0.0			0.8819444444444444			0.032083620496031744			0.11168560651666881			0.0			8.4852810000000005			0.010483369226851162			0.0032503133057220023			3.5			-1
6			22.0			20			15			0			0			0			0.023936107142424948			0.0074159119765423095			0.022389992733785866			22			0.17005574870252946			7.4433607328978164			6.4187259222893811			0.0			0.0			0.0			0.0			0.0			0.8722222222222222			0.036267754156746032			0.11226723508733985			0.0			8.4852810000000005			0.011908625262214111			0.0042641493865118269			1.0			-1
6			22.0			20			20			0			0			0			0.028910353964865854			0.0085381622640755377			0.027182803255889645			24			0.2128498407043237			7.8051542005105601			7.1029546338105929			0.0			0.0			0.0			0.0			0.0			0.8458333333333333			0.039394012410714281			0.11299569133493781			0.0			8.4852810000000005			0.014718206203539712			0.0053363514150472115			1.0			-1
6			44.0			5			0			0			0			0			0.0086270589397868039			0.0026217236367086297			0.0086270589397868039			4			0.012235861887060598			1.8269661084722377			1.4413199650288455			0.0			0.0			0.0			0.0			0.0			0.9597222222222223			0.014020794831349206			0.085499988569702798			0.0			8.4852810000000005			0.0047499076181346783			0.00032771545458857871			10.0			-1
6			44.0			5			2			0			0			0			0.019655568204332976			0.0060360604415073422			0.019655568204332976			5			0.035249617212940301			2.2015680103030162			1.8364082667316433			0.0			0.0			0.0			0.0			0.0			0.9333333333333333			0.030520491507936506			0.13905708022845223			0.0			8.2957619999999999			0.008842862141097892			0.00090540906622610124			9.5			-1
6			44.0			5			5			0			0			0			0.02614352013214925			0.0093492757756278855			0.02614352013214925			6			0.064478184993291443			2.6645407823782632			2.4621114972769913			0.0			0.0			0.0			0.0			0.0			0.8902777777777777			0.043009735724206341			0.1521058703320492			0.0			7.7712219999999999			0.014784212296387879			0.0016361232607348798			3.5			-1
6			44.0			5			10			0			0			0			0.031965523650578469			0.0096716150639168438			0.031965523650578469			10			0.10534045814730621			3.2106068021535288			3.479717692726306			0.0			0.0			0.0			0.0			0.0			0.8486111111111111			0.050714856646825394			0.14978869176992057			0.0			7.1299950000000001			0.017087896639659369			0.0026596941425771322			1.0			-1
6			44.0			5			15			0			0			0			0.034434675475412381			0.010730876140630627			0.034397244357582707			12			0.13840037419263551			3.7138482447082541			4.3641783701543044			0.0			0.0			0.0			0.0			0.0			0.8263888888888888			0.056841059970238098			0.15164601061366753			0.0			6.9797120000000001			0.021124405549702019			0.0034875347457049544			1.0			-1
6			44.0			5			20			0			0			0			0.037555454238463723			0.011274487381523972			0.037555454238463723			14			0.16807000316708046			4.0892229952411432			5.2126863862074364			0.0			0.0			0.0			0.0			0.0			0.8166666666666667			0.06063046406746031			0.15541869998882279			0.0			7.1117239999999997			0.020313359051524552			0.0042279327680714894			0.5			-1
6			44.0			10			0			0			0			0			0.010211208943934789			0.0028254942522968601			0.010211208943934789			7			0.021784905801675868			2.5386916876757128			2.3989308226354558			0.0			0.0			0.0			0.0			0.0			0.95			0.0162312803968254			0.0847296704904235			0.0			8.4852810000000005			0.0051861498375616513			0.00056509885045937208			10.0			-1
6			44.0			10			2			0			0			0			0.019484036038278734			0.0065715217972503858			0.019484036038278734			8			0.058230658818933273			3.225173941398916			2.7955990601149288			0.0			0.0			0.0			0.0			0.0			0.9236111111111112			0.032683609474206343			0.14328554641052982			0.0			8.0495490000000007			0.0096215235742272628			0.0014785924043813367			4.0			-1
6			44.0			10			5			0			0			0			0.029362270777519996			0.0097945660573442658			0.029362270777519996			10			0.10658550291544076			3.7609688704302324			3.3156200504211615			0.0			0.0			0.0			0.0			0.0			0.8694444444444445			0.048299111934523811			0.1564939546734205			0.0			7.5786800000000003			0.016644510289842297			0.0026935056657696726			2.0			-1
