R			rho			n1			m1			n2			m2			seps			dmax			davg			dnear			ndens			dint			rgperp			rgpar			intaln			intal			icavg			icmax			icstd			heatthr			heatstd			heatmean			heatmode			maxhole			davg2			davg3			minpor			maxpor
12			22.0			10			0			0			0			0			0.0063314903908260542			0.0019033276688091528			0.0063314903908260542			7			0.014713961124095886			2.6460958565796884			2.3514769908365838			0.0			0.0			0.0			0.0			0.0			0.9767361111111111			0.0086169468452380951			0.062272140478279413			0.0			13.370058			0.003420953456961777			0.00038066553376183055			10.0			-1
12			22.0			10			2			0			0			0			0.012397999647619506			0.0042027685342797593			0.012397999647619506			9			0.041529568668941599			3.3541220906504212			2.7618853694695322			0.0			0.0			0.0			0.0			0.0			0.9600694444444444			0.016720745243055557			0.096199646299725786			0.0			12.476084999999999			0.0067788991341588296			0.0010506921335699396			6.0			-1
12			22.0			10			5			0			0			0			0.019284391707360894			0.0071884127614940899			0.019284391707360894			10			0.078527157156884617			3.9301804186130584			3.1882767875909086			0.0			0.0			0.0			0.0			0.0			0.9232638888888889			0.024887700183531744			0.10598945552584245			0.0			11.829679			0.012002402073506264			0.0019768135094108746			3.5			-1
12			22.0			10			10			0			0			0			0.02729181181149622			0.0096668739120762594			0.026130257240720819			13			0.13476176444447457			4.5682704109603147			4.0911717899605753			0.0			0.0			0.0			0.0			0.0			0.8777777777777778			0.033232283623511903			0.10836843275473346			0.0			10.676746			0.016165237411359966			0.003383405869226691			2.0			-1
12			22.0			10			15			0			0			0			0.033534418533404955			0.011610474856554616			0.02834674649127588			15			0.18513858905832578			5.0593244959730166			4.9519445565680433			0.0			0.0			0.0			0.0			0.0			0.8618055555555556			0.036630905461309531			0.10671516536553116			0.0			10.037989			0.018180124103528848			0.0046441899426218469			0.5			-1
12			22.0			10			20			0			0			0			0.037403934391692956			0.011604234791436822			0.030862508552032462			19			0.2314884101753614			5.4653598154123193			5.8028019926161329			0.028571428571428571			0.00013605442176870748			0.0014915300827001324			0.0026489033524309904			0.0010208202977505217			0.8475694444444445			0.039942686636904756			0.10600080333635029			0.0			9.6126989999999992			0.022218613802246271			0.005802117395718411			0.5			-1
12			22.0			20			0			0			0			0			0.0068926269099539167			0.0022083810422976529			0.0068926269099539167			11			0.025951553399891143			3.8697475158088142			3.9500602179113011			0.0			0.0			0.0			0.0			0.0			0.9753472222222223			0.0092998290352182527			0.063022221298044898			0.0			12.930063000000001			0.0039732072167168913			0.0006625143126892959			6.0			-1
12			22.0			20			2			0			0			0			0.012391764797406973			0.0046890170641396157			0.012391764797406973			14			0.069818959847586584			4.9800193527889158			4.6035116610597084			0.0			0.0			0.0			0.0			0.0			0.9590277777777778			0.016622062834821427			0.096482914159459823			0.0			12.963258			0.0081163457985536838			0.0017583813990523559			4.5			-1
12			22.0			20			5			0			0			0			0.019468319788630579			0.0075850635739068729			0.019468319788630579			16			0.12837524631995414			5.895410113714405			5.1035477276978014			0.0			0.0			0.0			0.0			0.0			0.9215277777777777			0.025148221862599206			0.10644983581749924			0.0			11.680726			0.012208595791266411			0.003223652018910421			2.0			-1
12			22.0			20			10			0			0			0			0.028170100636007191			0.010249442529890254			0.025329078988410483			20			0.21468927402001464			7.0083417320262651			5.7296922016323917			0.0			0.0			0.0			0.0			0.0			0.8753472222222223			0.03332701893105159			0.10710713901744955			0.0			10.717753999999999			0.015187804205239862			0.0053809573281923826			1.0			-1
12			22.0			20			15			0			0			0			0.035258567056598793			0.012354873883428938			0.030223436405247956			23			0.29590614399639803			7.6427851783966165			6.3154664395996347			0.0			0.0			0.0			0.0			0.0			0.8458333333333333			0.039275593578869047			0.10830715007487528			0.0			10.031378			0.020570995569600369			0.0074129243300573621			0.5			-1
12			22.0			20			20			0			0			0			0.040686682474884224			0.015440645311837562			0.033085232652800056			23			0.36996465827820496			8.1902712253097487			6.9270109071195369			0.0			0.0			0.0			0.0			0.0			0.8357638888888889			0.043250520525793652			0.1076440350810885			0.0			9.156981			0.022769861997775618			0.0092643871871025373			0.5			-1
12			44.0			5			0			0			0			0			0.010490135482584772			0.0033300520849919913			0.010490135482584772			4			0.015643119412856961			1.8747248031549741			1.4164018695721756			0.0			0.0			0.0			0.0			0.0			0.9569444444444445			0.014549732433035716			0.085811498740466355			0.0			9.1576889999999995			0.0057486382473438827			0.00041625651062399892			10.0			-1
12			44.0			5			2			0			0			0			0.023471093625076003			0.0078968518924420767			0.023471093625076003			5			0.046359426790028135			2.3086000978045731			1.7809866637174234			0.0			0.0			0.0			0.0			0.0			0.9225694444444444			0.031274424890873016			0.13288273635980741			0.0			8.5618449999999999			0.011479147477004209			0.0011845277838663118			4.5			-1
12			44.0			5			5			0			0			0			0.034784229335714976			0.01000204200614903			0.034784229335714976			8			0.088923975728110186			2.7337436452620199			2.436783046569198			0.0			0.0			0.0			0.0			0.0			0.8625			0.045642581827876984			0.14248649676994113			0.0			8.0157000000000007			0.020057002496311444			0.002250459451383531			2.0			-1
12			44.0			5			10			0			0			0			0.042696254255417843			0.013912410600904168			0.042696254255417843			10			0.15181849408628334			3.3489030305895491			3.4810785589285684			0.010714285714285714			0.00019480519480519481			0.0010641790805725137			0.0022700388079668113			0.0010688843802629357			0.809375			0.056560802061011904			0.14100823216341002			0.0			7.2079000000000004			0.024372248061619622			0.0038259129152486463			0.5			-1
12			44.0			5			15			0			0			0			0.049397665917649214			0.014875927818034722			0.04578250511062109			13			0.20704496692882354			3.9063790035891475			4.3296852836133297			0.24642857142857144			0.0030803571428571429			0.016334023560574697			0.034428921920829969			0.012813298543864546			0.8013888888888889			0.059185753816964275			0.13907349669821661			0.0			6.8838039999999996			0.031012156745207388			0.005206574736312153			0.5			-1
12			44.0			5			20			0			0			0			0.053578320722321431			0.016115040915578905			0.047587494247149052			15			0.25669898577633704			4.4031601581030531			5.101278430600078			1.2107142857142856			0.011530612244897959			0.051087842949723086			0.14225576529925352			0.052276353536949725			0.7927083333333333			0.062189645927579362			0.13858088834495677			0.0			6.528238			0.030597071160578748			0.0064460163662315622			0.5			-1
12			44.0			10			0			0			0			0			0.01246346557485109			0.0038023456081301421			0.01246346557485109			7			0.029477069839284182			2.6366911363052874			2.4298350770923185			0.0			0.0			0.0			0.0			0.0			0.9545138888888889			0.016906268125000002			0.086459345577430236			0.0			9.0489770000000007			0.0068760179084356278			0.00076046912162602842			5.5			-1
12			44.0			10			2			0			0			0			0.025269847911391433			0.008412903473641084			0.025269847911391433			9			0.083005545304137104			3.3575946092462883			2.7264849487297176			0.0			0.0			0.0			0.0			0.0			0.9190972222222222			0.032336247589285716			0.13184735462193678			0.0			8.4790580000000002			0.013588947271238055			0.002103225868410271			2.5			-1
12			44.0			10			5			0			0			0			0.037421570975615936			0.01434141875983945			0.037421570975615936			10			0.15651576850578941			3.9509118082765551			3.1943382988645883			0.0			0.0			0.0			0.0			0.0			0.8461805555555556			0.049329356210317463			0.14251660303710995			0.0			7.6917910000000003			0.023889478585290492			0.0039438901589558487			1.0			-1
12			44.0			10			10			0			0			0			0.053118908106423383			0.018002070056673338			0.050414998818532224			14			0.26880575655017697			4.5871271469455674			4.0545442429751519			0.071428571428571425			0.00064935064935064935			0.0060593446366892876			0.011783866901685123			0.0044859250129358876			0.7607638888888889			0.065315903993055563			0.14227850179741874			0.0			6.607202			0.032270612292360355			0.0067507762712525022			0.5			-1
12			44.0			10			15			0			0			0			0.065425761358186313			0.021785577783018102			0.056437864123837951			16			0.369209517550252			5.0941307892694168			4.9159218869524146			1.4553571428571428			0.0090959821428571435			0.050163339030369646			0.16423200785072142			0.061943479228056784			0.7170138888888888			0.074106531937003978			0.14052204459957904			0.0			6.5137390000000002			0.036204013724349032			0.0092588705577826922			-1			-1
12			44.0			10			20			0			0			0			0.073689783590046451			0.023111218978666852			0.059885736291368043			19			0.46096272639211061			5.5292973969395884			5.7417474691115684			4.1303571428571431			0.019668367346938775			0.13378445216675833			0.36587977555453055			0.13732486054719695			0.7086805555555555			0.077651203447420644			0.1371428099926342			0.0			5.1612780000000003			0.04419041024574049			0.011555609489333426			-1			7.0
12			44.0			20			0			0			0			0			0.013638734839913338			0.004060640751070369			0.013638734839913338			12			0.05187572184320053			3.9326683713908053			3.8766483910177185			0.0			0.0			0.0			0.0			0.0			0.9541666666666667			0.01830755824404762			0.08568235685907033			0.0			9.0246790000000008			0.0079012711354403149			0.0013197082440978697			2.5			-1
12			44.0			20			2			0			0			0			0.025569120721592956			0.008792988654126083			0.025569120721592956			15			0.13967340567765366			4.990571954686744			4.5986050097429523			0.07857142857142857			0.0013095238095238095			0.0031912133942085062			0.0096022746525623402			0.0033617379251490208			0.9180555555555555			0.033528330853174602			0.13269283282836886			0.0			8.6607760000000003			0.016181205613524093			0.0035171954616504335			2.0			-1
12			44.0			20			5			0			0			0			0.038911700176411032			0.013536911189660359			0.038911700176411032			18			0.25607782317127303			5.9303508510192158			5.1496430187869464			0.12321428571428572			0.0010267857142857142			0.0032586715873961329			0.01208771719685281			0.0039923504570782021			0.8447916666666667			0.050406967889384924			0.14442978303485871			0.0			7.9550910000000004			0.024291326014723131			0.0064300328150886724			0.5			-1
12			44.0			20			10			0			0			0			0.055345708079952732			0.020447904074323255			0.052438207712498797			20			0.42814069649143138			7.0841289680384447			5.6917626113352622			0.49821428571428572			0.0022646103896103898			0.012876798917345354			0.04768026034375783			0.015123949290707053			0.7513888888888889			0.066906664506448416			0.14303842358574143			0.0			6.5290689999999998			0.030276849425798918			0.010735149639019706			0.5			-1
12			44.0			20			15			0			0			0			0.071152204493997825			0.02468011404298328			0.059973024194343492			23			0.59103563263346004			7.6299543507665444			6.4048106827951061			2.1321428571428571			0.0066629464285714287			0.050849992290023724			0.15549765834572657			0.054333957647703213			0.7065972222222222			0.077122265873015877			0.14151053223967983			0.0			5.5038070000000001			0.041097212731037058			0.014808068425789966			-1			7.5
12			44.0			20			20			0			0			0			0.079119432007923152			0.028109247158583556			0.066042650876243211			25			0.72962603948764027			8.52661816580021			6.6489308015121207			8.2357142857142858			0.019608843537414967			0.18226130763476628			0.58642669205809295			0.21755860648076308			0.6534722222222222			0.085877368015873007			0.1388758967514151			0.0			5.4883499999999996			0.044720447853943593			0.018271010653079314			-1			6.0
12			99.0			5			0			0			0			0			0.023648786856133159			0.0074904799903978787			0.023648786856133159			4			0.035227236416223925			1.8768572349258901			1.4043180792520948			0.0			0.0			0.0			0.0			0.0			0.9048611111111111			0.032190197517361109			0.12966624772459762			0.0			5.8470089999999999			0.012936975195949309			0.00093630999879973484			3.5			-1
12			99.0			5			2			0			0			0			0.053607242127348513			0.015240838441480869			0.053607242127348513			6			0.10444616200207929			2.3070517940994182			1.7884400118329837			0.0			0.0			0.0			0.0			0.0			0.815625			0.070810539985119034			0.19547597990095283			0.0			5.1560040000000003			0.025803914578707586			0.0026671467272591522			1.0			-1
12			99.0			5			5			0			0			0			0.077754817000484214			0.02530585192102245			0.077754817000484214			7			0.19993805255824795			2.7348263576416256			2.4587297187221098			0.062698412698412698			0.0020899470899470901			0.012966107333304309			0.041461753913336542			0.015876197503455029			0.6861111111111111			0.10201786118551588			0.20122291176301244			0.0			4.2078410000000002			0.045106465941952771			0.0050611703842044905			0.5			-1
12			99.0			5			10			0			0			0			0.094716727003677018			0.031230126537174968			0.094716727003677018			10			0.34084447058060652			3.3734585216580482			3.4298213067689698			2.5269841269841269			0.045945165945165949			0.2923265543504654			0.86980320325261651			0.33082934176071349			0.5684027777777778			0.12296615995535716			0.19445440371914083			1.59155			3.5047999999999999			0.054697010864605065			0.0085882847977231166			-1			6.0
12			99.0			5			15			0			0			0			0.10755660066318939			0.030987843480193237			0.099636023821364605			14			0.46223980751849059			3.9993866927439194			4.2413609562296983			11.313492063492063			0.14141865079365079			1.0662264254982983			2.8326300925412529			1.0657140069635276			0.5288194444444444			0.13007523923859127			0.18870512766721106			4.7746490000000001			3.445621			0.068624501809524022			0.011620441305072464			-1			4.0
12			99.0			5			20			0			0			0			0.11234259914998608			0.033544407000697635			0.10072400518345141			16			0.56763344366988777			4.619750995514452			4.9244092299089743			23.276190476190475			0.22167800453514738			1.4290199062899143			4.7508081625849812			1.7164300617722728			0.5239583333333333			0.13035944478670636			0.18839913852523471			6.3661989999999999			3.0030359999999998			0.06699010458529453			0.014256372975296494			-1			3.5
12			99.0			10			0			0			0			0			0.028212697211706446			0.0085580064961550684			0.028212697211706446			7			0.06616253478273805			2.6442300061172963			2.3949219494298037			0.003968253968253968			0.00039682539682539683			0.0009421974062076453			0.0013244516762154952			0.00054904747798064865			0.8996527777777777			0.038569027695932546			0.13092254546604051			0.0			5.8140289999999997			0.015389553312716136			0.0017116012992310138			1.5			-1
12			99.0			10			2			0			0			0			0.055976485208110598			0.017150300455306335			0.055976485208110598			10			0.18627543417113016			3.3913390943116446			2.7127922764990848			0.05873015873015873			0.0019576719576719576			0.0084557832738483881			0.023177904333771166			0.0083890036456995987			0.8170138888888889			0.073715749992559518			0.19355001153490672			0.0			5.2259370000000001			0.030387158084193133			0.0047163326252092422			0.5			-1
12			99.0			10			5			0			0			0			0.084684853011713329			0.029517099913180946			0.084684853011713329			11			0.35182732812093165			3.9869803969438071			3.1628048591463074			0.7055555555555556			0.011759259259259259			0.075838302551730213			0.16952981455558339			0.066067113258505381			0.653125			0.11031507680803572			0.20257416736072242			0.0			4.2768620000000004			0.053486248002669615			0.0088551299739542816			-1			7.0
12			99.0			10			10			0			0			0			0.11831496315666068			0.040250185206602167			0.1104254321141509			14			0.60105858499445364			4.6609997479942686			3.9986780088090934			9.3960317460317455			0.085418470418470421			0.81146042538434071			2.4811524171077246			0.89342922268208769			0.4375			0.1429671076984127			0.1900841961235408			3.1830989999999999			3.0807120000000001			0.071906290282327562			0.015093819452475813			-1			4.0
12			99.0			10			15			0			0			0			0.13495650956077929			0.047996666134443484			0.11855879421639866			16			0.81339093081804348			5.3616844713103529			4.7201763872995315			36.011904761904759			0.22507440476190477			2.2416074347324972			7.2875812531761195			2.6720421609574205			0.31875			0.15272482291170636			0.18171091080269791			11.140848			2.3040609999999999			0.079353248901918305			0.020398583107138477			-1			2.5
12			99.0			10			20			0			0			0			0.14315297111383088			0.049954842269084851			0.12098726837417979			19			0.99649354948037638			6.0679456558540812			5.3647157018236724			73.566666666666663			0.35031746031746031			3.672851826814433			12.286607087332095			4.2974143600593537			0.2795138888888889			0.15419716414186507			0.18060498883644022			11.140848			1.656045			0.081824495138049361			0.024977421134542425			-1			2.5
12			99.0			20			0			0			0			0			0.030703519871612902			0.0091736880286013983			0.030703519871612902			12			0.11709459093426842			3.8694992843257072			3.847439183699723			0.36825396825396828			0.018412698412698412			0.034529527823980707			0.085758246034953314			0.032711460834161418			0.896875			0.040483466304563495			0.12797923885586876			0.0			5.1378310000000003			0.017987770810789894			0.0029814486092954542			0.5			-1
12			99.0			20			2			0			0			0			0.057195398424660572			0.019688910390834192			0.057195398424660572			15			0.31273559261936595			5.0877945589984499			4.5222589199542451			1.7563492063492063			0.029272486772486773			0.11708160922085466			0.2758425941470305			0.096505020391450008			0.8211805555555556			0.074473630798611121			0.19321112701961499			0.0			5.1960499999999996			0.030884700508578243			0.0078755641563336785			0.5			9.5
12			99.0			20			5			0			0			0			0.084931129595108332			0.031743608724386779			0.084931129595108332			17			0.56890891722220327			6.1640577785989672			4.8884758237424188			3.9928571428571429			0.033273809523809525			0.19757846196912823			0.46525544571967015			0.18209161928272355			0.6576388888888889			0.11052823091269839			0.20332714255186524			0.0			4.1230710000000004			0.04690294788831726			0.014284623925974045			-1			5.5
12			99.0			20			10			0			0			0			0.11922568110699974			0.042982444422936979			0.1123457659796107			21			0.94304320439646616			7.4622654234601411			5.2693308256446345			16.455555555555556			0.074797979797979794			0.76600905679077491			2.7486386566464809			0.88813577325413751			0.4232638888888889			0.1467683533234127			0.19140580351916922			4.7746490000000001			3.2673999999999999			0.066447490070480411			0.023640344432615337			-1			3.5
12			99.0			20			15			0			0			0			0.14029380318665363			0.050716016593264267			0.12327857582728523			24			1.2652898471540255			8.5543929595276857			5.5752702784345693			54.30793650793651			0.16971230158730158			2.0183964652501727			8.5317865852611661			2.8525462661220895			0.29618055555555556			0.1584957694047619			0.18287596071647255			9.5492980000000003			2.4826030000000001			0.078110622898073398			0.031697510370790168			-1			2.5
12			99.0			20			20			0			0			0			0.15108459480595302			0.057488459219806783			0.12733122846543091			26			1.5496614566841997			9.3975384833200479			6.0990894805960396			120.47063492063492			0.28683484504913076			4.1450534836227266			15.741439284740215			5.2099635079140141			0.17395833333333333			0.16856532096230162			0.17791551727105986			12.732397000000001			1.6330309999999999			0.085304064215129469			0.038804709973369572			-1			2.0
12			138.0			5			0			0			0			0			0.032692437089410553			0.010407989060887546			0.032692437089410553			4			0.048840363749742294			1.8766679403368121			1.4044134463298927			0.0			0.0			0.0			0.0			0.0			0.8663194444444444			0.045078118430059523			0.1520518318026168			0.0			4.9965200000000003			0.017946009322052991			0.0013009986326109433			2.5			-1
12			138.0			5			2			0			0			0			0.07459374794273059			0.021181716700366622			0.07459374794273059			6			0.14492699982265753			2.3028864399637867			1.7970923709715567			0.013142857142857144			0.00087619047619047616			0.0062079082818722693			0.0094584950331950465			0.0043912864515638647			0.7555555555555555			0.096945585942460333			0.22530645729265736			0.0			3.8174640000000002			0.035870944501683176			0.0037068004225641587			0.5			-1
12			138.0			5			5			0			0			0			0.10862044297762295			0.035114766260225028			0.10862044297762295			7			0.2775985642188038			2.750272871574615			2.4402259327188913			0.70742857142857141			0.02358095238095238			0.1390875195742188			0.44211322857063073			0.17855906045843778			0.5659722222222222			0.14166450010416667			0.22719797041019577			0.0			3.3759790000000001			0.062401855975889486			0.0070229532520450066			0.5			6.5
12			138.0			5			10			0			0			0			0.12881200539090723			0.039560885870708461			0.12881200539090723			11			0.47121836251459703			3.4323560085992817			3.3817383711820601			11.170857142857143			0.20310649350649351			1.5649486952489657			5.0648349203752838			1.8523388850970464			0.3697916666666667			0.16667061934275793			0.21360520070615197			7.9577479999999996			2.061315			0.07530549511311499			0.011868265761212535			-1			3.5
12			138.0			5			15			0			0			0			0.14181526967342184			0.045653050633566401			0.13379053328561386			13			0.63569952281050168			4.1215003186446619			4.1364637032502962			32.456000000000003			0.40570000000000001			3.4300158973986892			10.225011470685173			3.9185675366822648			0.28680555555555554			0.17192052263144841			0.20705682998430452			11.140848			1.7441040000000001			0.077857118807234574			0.015978567721748244			-1			2.5
12			138.0			5			20			0			0			0			0.14552029729928195			0.045697106697212379			0.13221311618184334			16			0.77352397621335345			4.8696103066792791			4.7637714863031144			54.80685714285714			0.52197006802721091			4.5424438932578122			14.172295161343907			5.0988555824708808			0.3020833333333333			0.16905478602926585			0.20899473117283027			11.140848			1.9369989999999999			0.090048829617232831			0.019421270346315262			-1			2.5
12			138.0			10			0			0			0			0			0.038846234249179448			0.011874132007338143			0.038846234249179448			7			0.091775295063358048			2.6579801044913807			2.3772247641106241			0.076571428571428568			0.0076571428571428572			0.016890128112286691			0.04577911596066403			0.017379335489955794			0.8541666666666666			0.053126654697420637			0.15370745042129499			0.0			4.1600460000000004			0.021356983048466789			0.0023748264014676287			1.0			-1
12			138.0			10			2			0			0			0			0.077527244967726811			0.026194891167739522			0.077527244967726811			9			0.25850936150609755			3.3917351714516775			2.7130036106951074			0.53942857142857148			0.017980952380952382			0.082831170197636403			0.20808689073029105			0.080364551276097138			0.7489583333333333			0.10109419373511906			0.22326511138220576			0.0			3.8186360000000001			0.042211355390717777			0.0065487227919348813			0.5			8.0
12			138.0			10			5			0			0			0			0.1177046197372818			0.040935458329272811			0.1177046197372818			11			0.48780049333249742			4.0044291645881316			3.1385874280304886			3.8342857142857141			0.063904761904761909			0.46264806685023779			1.3408362559057299			0.50763978227873341			0.5125			0.15293008247023807			0.22542947908220812			1.59155			2.749647			0.060788117878156786			0.012280637498781841			-1			4.5
12			138.0			10			10			0			0			0			0.15350596953445092			0.055066277064494407			0.14671849520129859			14			0.82253279046733674			4.8505472121637467			3.8557625293859847			30.973714285714287			0.28157922077922076			3.0450106736670559			10.464878904727			3.7183783731647058			0.2111111111111111			0.18828995835069445			0.20760788414738762			14.323947			1.798875			0.097505580124570196			0.020649853899185406			-1			2.5
12			138.0			10			15			0			0			0			0.17175005523990799			0.065027149122858008			0.15275383020702937			16			1.1017602009719043			5.6817206842746071			4.5217801176089436			87.253714285714281			0.54533571428571426			6.8106510080822185			22.061722683640557			8.0762742333722883			0.08958333333333333			0.1978108359548611			0.20099111471791639			14.323947			1.128015			0.10653889856047248			0.027636538377214651			-1			2.0
12			138.0			10			20			0			0			0			0.17572532558100226			0.063812367012883731			0.15292840601298027			20			1.3367401414075617			6.5089355933908557			5.1329757687122699			154.03028571428572			0.73347755102040813			9.6553729514720814			30.419343873479388			10.82738267366606			0.07430555555555556			0.1981147779141865			0.19820257234749125			14.323947			1.075871			0.10897262768509794			0.033501492681763965			-1			2.0
12			138.0			20			0			0			0			0			0.041857666901832312			0.011790204244646323			0.041857666901832312			13			0.16203416461247888			3.9109593549173622			3.8591607119957634			1.3548571428571428			0.067742857142857146			0.16028072923022668			0.43442014979868243			0.16863667929536438			0.859375			0.055309509377480151			0.14992644949493975			0.0			4.8415290000000004			0.024721950297545699			0.0041265714856262145			0.5			-1
12			138.0			20			2			0			0			0			0.07830971866939955			0.027266810784835286			0.07830971866939955			15			0.43292395547745566			5.1258185940578205			4.4611731895847653			4.2302857142857144			0.070504761904761903			0.36524402933642058			0.88246253636020344			0.33810917359061532			0.753125			0.10193102080109127			0.22196211064427537			1.59155			4.0464390000000003			0.042751057688504533			0.010906724313934114			-1			6.0
12			138.0			20			5			0			0			0			0.11653870274753836			0.043462458770111061			0.11653870274753836			17			0.77860838019279621			6.385399380936482			4.6923511871423331			9.7880000000000003			0.081566666666666662			0.62473264540114259			1.5434328202167531			0.58787709893627482			0.5204861111111111			0.15200246832093253			0.22725151311791428			1.59155			3.2883939999999998			0.064049543976691825			0.019558106446549976			-1			4.0
12			138.0			20			10			0			0			0			0.15486799281923103			0.058267142162657291			0.14852348433782656			21			1.2784848439528567			7.8668014817968315			4.9354334672654465			46.722857142857144			0.21237662337662339			2.8625439554036078			11.049792237579782			3.5368343757165879			0.21666666666666667			0.19143200625248016			0.2074065496483592			12.732397000000001			1.7186669999999999			0.089586574858197807			0.032046928189461504			-1			2.5
12			138.0			20			15			0			0			0			0.17759000031611785			0.068151223919780832			0.16148885535478644			24			1.700315596606311			9.086035437778941			5.1852687520587599			133.56114285714287			0.41737857142857143			6.9457162092916676			25.891705818336717			8.6841663901380759			0.06875			0.20769881196924606			0.20010823127921348			19.098597000000002			0.97276399999999996			0.094200212284783258			0.042594514949863022			-1			2.0
12			138.0			20			20			0			0			0			0.18552973128969702			0.076305552652233766			0.16444105693042027			26			2.0567776484458418			10.129979470370417			5.6811013971140962			253.79314285714287			0.60426938775510208			10.524313005199359			38.734582609679322			12.967687032234663			0.034375			0.2144368461061508			0.19691469656256952			19.098597000000002			0.65734899999999996			0.10254495682983431			0.051506248040257795			-1			1.5
12			193.0			5			0			0			0			0			0.046231414325923377			0.01458113768692206			0.046231414325923377			4			0.068502627908773733			1.8681866161147846			1.4112593450779527			0.0016326530612244899			0.00032653061224489796			0.001086372421606705			0.0017457580595089072			0.00077401812454180212			0.8166666666666667			0.062264644585813503			0.17494965799598836			0.0			3.8343989999999999			0.025317237425879966			0.0018226422108652575			2.0			-1
12			193.0			5			2			0			0			0			0.10446179788586424			0.029652303315963194			0.10446179788586424			6			0.2028903710761307			2.3035705682526504			1.7947503951920922			0.16285714285714287			0.010857142857142857			0.064604652113363553			0.18243171721868079			0.071695165761033838			0.6576388888888889			0.13618960124503968			0.25594934941337261			0.0			3.3112599999999999			0.050203068729769922			0.0051891530802935602			0.5			7.0
12			193.0			5			5			0			0			0			0.15145386393771651			0.043703038036650134			0.15145386393771651			8			0.38862250308919682			2.7493663345931352			2.4254483959841813			4.1179591836734692			0.13726530612244897			1.1217471214692214			3.3365800912363985			1.3812593677489287			0.36006944444444444			0.1963977043700397			0.24517542363008787			3.1830989999999999			2.2591809999999999			0.087470649598953815			0.0098331835582462796			-1			3.5
12			193.0			5			10			0			0			0			0.17154878617270652			0.054826869016479637			0.17154878617270652			11			0.6530685175437575			3.5411821144226581			3.2895639005620216			32.347346938775509			0.58813358070500932			6.2707423722665743			19.324462032420136			7.0963117243767435			0.12777777777777777			0.22235512173611113			0.22983034550599407			17.507045999999999			1.244319			0.10365890717423636			0.016448060704943892			-1			2.5
12			193.0			5			15			0			0			0			0.18223547259099279			0.062550551470993726			0.17269911603691862			13			0.87094834303130264			4.3796227377373267			3.9753782238784758			70.2595918367347			0.8782448979591837			9.3514566071621807			28.591269447382949			10.833686458646023			0.09236111111111112			0.22282879709325396			0.22958486203506406			14.323947			0.981155			0.10578711328381071			0.021892693014847805			-1			2.0
12			193.0			5			20			0			0			0			0.18224087744529749			0.062156368784974575			0.16737767138052273			16			1.0520406914190412			5.2288874472273452			4.5443528095412375			106.61673469387755			1.0153974732750244			10.521172684542595			35.338026286024686			12.620176331296843			0.09236111111111112			0.21776046905257937			0.22691791763099692			14.323947			1.074014			0.10334874817680856			0.026416456733614195			-1			2.0
12			193.0			10			0			0			0			0			0.053878458111593648			0.016588947609968801			0.053878458111593648			7			0.12852667364173401			2.6733743131672196			2.3520090587047178			0.41836734693877553			0.041836734693877553			0.11193524888162999			0.32196717092995941			0.12898231614028643			0.7993055555555556			0.071714470885416673			0.17292285689453696			0.0			3.649645			0.029793382614359893			0.0033177895219937601			0.5			-1
12			193.0			10			2			0			0			0			0.10731424185809753			0.03664039665322176			0.10731424185809753			9			0.36173912206099695			3.4030731795802973			2.6681451966012966			2.2253061224489796			0.074176870748299317			0.47504363122711063			1.1391811417980116			0.45257813236420541			0.6413194444444444			0.14230001483630952			0.25172964164789097			1.59155			3.310632			0.059061241760189884			0.0091600991633054383			-1			5.0
12			193.0			10			5			0			0			0			0.16016706710972969			0.056777129093259479			0.16016706710972969			11			0.67654435622772224			4.1223971731022804			3.0272852352571475			13.017142857142858			0.21695238095238095			2.4638157002077596			6.5653305724413462			2.4667403145374265			0.30625			0.20753302578125002			0.24526494012635616			6.3661989999999999			2.354895			0.084132336793063062			0.017033138727977848			-1			3.0
12			193.0			10			10			0			0			0			0.19493958263414993			0.075390109797473528			0.19368250442719445			14			1.1258813878879343			5.1323260848966168			3.6507699624691456			77.869795918367345			0.70790723562152136			10.478929924064461			33.698347764465986			12.018357916331844			0.035416666666666666			0.24941383479910714			0.2204847774791388			20.690145000000001			1.140236			0.11173580677050454			0.028271291174052585			-1			2.0
12			193.0			10			15			0			0			0			0.210856878561441			0.083067855122182135			0.19791596772150355			17			1.4904801940773202			6.1211320617387743			4.2852434168697568			177.44653061224489			1.1090408163265306			17.41716549265152			54.65581620946579			19.847973192846982			0.007638888888888889			0.25743474003472228			0.21736176930208967			22.281696			0.65805800000000003			0.12332268654273401			0.037380534804981956			-1			1.5
12			193.0			10			20			0			0			0			0.2132106926111304			0.08558865523490107			0.19916605518911618			20			1.7928568945394363			7.1076041361652393			4.844668277151877			280.79387755102039			1.3371137026239066			21.081247768813814			66.457342870383954			23.819192570791699			0.005902777777777778			0.25688211823164681			0.21606511213730237			25.464794000000001			0.65792600000000001			0.12727945223451495			0.044934043998323056			-1			1.5
12			193.0			20			0			0			0			0			0.057422970457417982			0.017676763358528341			0.057422970457417982			12			0.22553302688398458			3.9916409013997622			3.7585840857269686			3.2318367346938777			0.16159183673469388			0.52769694170997505			1.4180175753766016			0.53262145779353987			0.7923611111111111			0.076853849751984116			0.17104614324903974			3.1830989999999999			3.6297069999999998			0.034237085940812921			0.0057449480915217092			0.5			7.0
